Group,Component,Category,Sequence ID,Test Case Type,Pairwise Config Profile,Pairwise Auto Generate Sub Test Case,Test Automation Configuration - Test Sets,Test Case ID,External Test Case ID,Name,Description,Sub Test Case Parameter,Owner,Subsystem Solution,Priority,Test Type,Test Level,Status,Automation,Test Environment,Test Procedures,Step Expected Result,Pre-Condition,Post-Condition,Execution Time,Test Script ID,Operating Systems,Platforms,RTM ID,Portfolio,Add Tags,Item Type,Project,Api ID,Ssh Wrapper Configuration - Ssh Wrapper Steps,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VP9_8bit_444_X11-M-004,,"VP9 444 Video Rendering- Framerate: 60 fps, Format: VP9, Width: 3840, Height: 2160",, --desktop xterm_4k --video_id GSTMSDK_REN_TGL-VP9-444-005 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/VP9_Videos/444/Foreman_3840x2160_12mbps_60fps_444.webm ! matroskademux ! msdkvp9dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939267,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_REN_VP9_10bit_444_X11,M,,No,Test Set 28,LIN_MEDIA-FGST_MSDK_REN_VP9_10bit_444_X11-M,,GST MSDK Rendering VP9 10bit 444 X11,To validate the hardware accelerated decode of VP9 10-bit 444 for GST MSDK with specific FPS and resolution in X11,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Run the Gstreamer with MSDK Plugin for rendering with its required parameters
2. Playback the videos","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 28,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VP9_10bit_444_X11-M-001,,"VP9 10bit 444 Video Rendering- Framerate: 30 fps, Format: VP9, Width: 1280, Height: 720",, --desktop xterm_1080 --video_id GSTMSDK_REN_TGL-VP9-10bit-444-002 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/VP9_10bit_Videos/444/Canal_1280x720_6mbps_30fps_vp9_10bit_444.webm ! matroskademux ! msdkvp9dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939270,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VP9_10bit_444_X11-M-002,,"VP9 10bit 444 Video Rendering- Framerate: 30 fps, Format: VP9, Width: 1920, Height: 1080",, --desktop xterm_1080 --video_id GSTMSDK_REN_TGL-VP9-10bit-444-004 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/VP9_10bit_Videos/444/Duck_1920x1080_4mbps_30fps_vp9_10bit_444.webm ! matroskademux ! msdkvp9dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939270,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VP9_10bit_444_X11-M-003,,"VP9 10bit 444 Video Rendering- Framerate: 30 fps, Format: VP9, Width: 2560, Height: 1440",, --desktop xterm_4k --video_id GSTMSDK_REN_TGL-VP9-10bit-444-005 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/VP9_10bit_Videos/444/Duck_2560x1440_5mbps_30fps_vp9_10bit_444.webm ! matroskademux ! msdkvp9dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939270,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VP9_10bit_444_X11-M-004,,"VP9 10bit 444 Video Rendering- Framerate: 30 fps, Format: VP9, Width: 3840, Height: 2160",, --desktop xterm_4k --video_id GSTMSDK_REN_TGL-VP9-10bit-444-007 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/VP9_10bit_Videos/444/Fireworks_3840x2160_8mbps_30fps_vp9_10bit_444.webm ! matroskademux ! msdkvp9dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939270,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_REN_VP9_10bit_X11,M,,No,Test Set 29,LIN_MEDIA-FGST_MSDK_REN_VP9_10bit_X11-M,,GST MSDK Rendering VP9 10-bit X11,To validate the hardware accelerated decode of VP9 10-bit for GST-MSDK with specific FPS and resolution in X11,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Run the Gstreamer with MSDK Plugin for rendering with its required parameters
2. Playback the videos","1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 29,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VP9_10bit_X11-M-001,,"VP9 Video Rendering - Profile:  , Bitrate: 6MBPS, Framerate: 30 fps, Format: VP9, Width:1280, Height: 720, 10-bit",, --desktop xterm_1080 --video_id GSTMSDK_REN_EHL-VP9-10bit-001 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/VP9_10bit_Videos/Canal_1280x720_6mbps_30fps_vp9_10bit.webm ! matroskademux ! msdkvp9dec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939268,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VP9_10bit_X11-M-002,,"VP9 Video Rendering - Profile:  , Bitrate: 4MBPS, Framerate: 30 fps, Format: VP9, Width:1920, Height: 1080, 10-bit",, --desktop xterm_1080 --video_id GSTMSDK_REN_EHL-VP9-10bit-002 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/VP9_10bit_Videos/Duck_1920x1080_4mbps_30fps_vp9_10bit.webm ! matroskademux ! msdkvp9dec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939268,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VP9_10bit_X11-M-003,,"VP9 Video Rendering - Profile:  , Bitrate: 5MBPS, Framerate: 30 fps, Format: VP9, Width:2560, Height: 1440, 10-bit",, --desktop xterm_4k --video_id GSTMSDK_REN_EHL-VP9-10bit-003 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/VP9_10bit_Videos/Duck_2560x1440_5mbps_30fps_vp9_10bit.webm ! matroskademux ! msdkvp9dec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939268,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VP9_10bit_X11-M-004,,"VP9 Video Rendering - Profile:  , Bitrate: 8MBPS, Framerate: 30 fps, Format: VP9, Width:3840, Height: 2160, 10-bit",, --desktop xterm_4k --video_id GSTMSDK_REN_EHL-VP9-10bit-005 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &",gst-launch-1.0 filesrc location=/media/VP9_10bit_Videos/Fireworks_3840x2160_8mbps_30fps_vp9_10bit.webm ! matroskademux ! msdkvp9dec ! msdkvpp ! glimagesink,"1. Video do not have any corruption
2. Video can be play back smoothly
3. System does not freeze or hang",,,5,0,,,939268,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_ENC_H265-12bit-P012-VME,M,,No,Test Set 30,LIN_MEDIA-FGST_MSDK_ENC_H265-12bit-P012-VME-M,,GST MSDK Encoding H265 12bit P012 VME,To validate the fixed function hardware accelerated H.265 video encoding with specific resolution,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_03_640x480_P012.yuv num-buffers=300 ! videoparse width=640 height=480 format=p012-le ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-10bit-P012-VME-001_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-10bit-P012-VME-001_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 30,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-12bit-P012-VME-M-001,,"H265 12bit-P012-VME Encoding - Format: H265, Width: 640, Height: 480, 12 bit",,--video_id GSTMSDK_ENC-H265-12bit-P012-VME-001 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_03_640x480_P012.yuv num-buffers=300 ! videoparse width=640 height=480 format=p012-le ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-10bit-P012-VME-001_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-10bit-P012-VME-001_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939293,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-12bit-P012-VME-M-002,,"H265 12bit-P012-VME Encoding - Format: H265, Width: 800, Height: 600, 12 bit",,--video_id GSTMSDK_ENC-H265-12bit-P012-VME-002 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_06a_800x600_P012.yuv num-buffers=300 ! videoparse width=800 height=600 format=p012-le ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-10bit-P012-VME-002_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-10bit-P012-VME-002_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939293,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-12bit-P012-VME-M-003,,"H265 12bit-P012-VME Encoding - Format: H265, Width: 1280, Height: 720, 12 bit",,--video_id GSTMSDK_ENC-H265-12bit-P012-VME-003 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/Suzie_1280x720_P012.yuv num-buffers=300 ! videoparse width=1280 height=720 format=p012-le ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-10bit-P012-VME-003_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-10bit-P012-VME-003_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939293,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-12bit-P012-VME-M-004,,"H265 12bit-P012-VME Encoding - Format: H265, Width: 1920, Height: 1080, 12 bit",,--video_id GSTMSDK_ENC-H265-12bit-P012-VME-004 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_12_1920x1080_P012.yuv num-buffers=300 ! videoparse width=1920 height=1080 format=p012-le ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-10bit-P012-VME-004_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-10bit-P012-VME-004_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939293,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_REN_H265_12bit_X11,M,,No,Test Set 31,LIN_MEDIA-FGST_MSDK_REN_H265_12bit_X11-M,,GST MSDK Rendering H265 12bit X11,To validate the hardware accelerated decode of H265 12-bit for GST MSDK with specific FPS and resolution in X11,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Run the Gstreamer with MSDK Plugin for rendering with its required parameters
2. Playback the videos","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 31,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_12bit_X11-M-001,,"H265 12bit Video Rendering- Profile: Main@L3, Bitrate: 2MBPS, Framerate: 60 fps, Format: H265, Width: 640, Height: 320",, --desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-12bit-001 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_12bit_Videos/Canal_640x320_2mbps_60fps_Main_at_L3_12bit.mkv ! matroskademux ! h265parse ! msdkh265dec ! 'video/x-raw(memory:DMABuf)' ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939262,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_12bit_X11-M-002,,"H265 12bit Video Rendering- Profile: Main@L3.1, Bitrate:3MBPS, Framerate: 60 fps, Format: H265, Width: 800, Height: 600",, --desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-12bit-002 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_12bit_Videos/GoneGirl_800x600_3mbps_60fps_Main_at_L3.1_12bit.mkv ! matroskademux ! h265parse ! msdkh265dec ! 'video/x-raw(memory:DMABuf)' ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939262,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_12bit_X11-M-003,,"H265 12bit Video Rendering- Profile: Main@L4.1, Bitrate: 4MBPS, Framerate: 60 fps, Format: H265, Width: 1920, Height: 1080",, --desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-12bit-003 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_12bit_Videos/Elecard2_1920x1080_4mbps_60fps_Main_at_L4.1_12bit.mkv ! matroskademux ! h265parse ! msdkh265dec ! 'video/x-raw(memory:DMABuf)' ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939262,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_12bit_X11-M-004,,"H265 12bit Video Rendering- Profile: Main@L5.1, Bitrate: 6MBPS, Framerate: 60 fps, Format: H265, Width: 3840, Height: 2160",, --desktop xterm_4k --video_id GSTMSDK_REN_TGL-H265-12bit-004 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_12bit_Videos/Puppies_3840x2160_6mbps_60fps_Main_at_L5.1_12bit.mkv ! matroskademux ! h265parse ! msdkh265dec ! 'video/x-raw(memory:DMABuf)' ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939262,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_REN_H265_12bit_422_X11,M,,No,Test Set 32,LIN_MEDIA-FGST_MSDK_REN_H265_12bit_422_X11-M,,GST MSDK Rendering H265 12bit 422 X11,To validate the hardware accelerated decode of H265 12-bit 422 for GST MSDK with specific FPS and resolution in X11,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Run the Gstreamer with MSDK Plugin for rendering with its required parameters
2. Playback the videos","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 32,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_12bit_422_X11-M-001,,"H265 12bit 422 Video Rendering- Profile: Main@L3, Bitrate: 2MBPS, Framerate: 60 fps, Format: H265, Width: 640, Height: 320",, --desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-12bit-422-001 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_12bit_Videos/422/Canal_640x320_2mbps_60fps_Main_at_L3_12bit_422.mkv ! matroskademux ! h265parse ! msdkh265dec ! 'video/x-raw(memory:DMABuf)' ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939263,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_12bit_422_X11-M-002,,"H265 12bit 422 Video Rendering- Profile: Main@L3.1, Bitrate:3MBPS, Framerate: 60 fps, Format: H265, Width: 800, Height: 600",, --desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-12bit-422-002 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_12bit_Videos/422/GoneGirl_800x600_3mbps_60fps_Main_at_L3.1_12bit_422.mkv ! matroskademux ! h265parse ! msdkh265dec ! 'video/x-raw(memory:DMABuf)' ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939263,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_12bit_422_X11-M-003,,"H265 12bit 422 Video Rendering- Profile: Main@L4.1, Bitrate: 4MBPS, Framerate: 60 fps, Format: H265, Width: 1920, Height: 1080",, --desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-12bit-422-003 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_12bit_Videos/422/Elecard2_1920x1080_4mbps_60fps_Main_at_L4.1_12bit_422.mkv ! matroskademux ! h265parse ! msdkh265dec ! 'video/x-raw(memory:DMABuf)' ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939263,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_12bit_422_X11-M-004,,"H265 12bit 422 Video Rendering- Profile: Main@L5.1, Bitrate: 6MBPS, Framerate: 60 fps, Format: H265, Width: 3840, Height: 2160",, --desktop xterm_4k --video_id GSTMSDK_REN_TGL-H265-12bit-422-004 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_12bit_Videos/422/Puppies_3840x2160_6mbps_60fps_Main_at_L5.1_12bit_422.mkv ! matroskademux ! h265parse ! msdkh265dec ! 'video/x-raw(memory:DMABuf)' ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939263,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
